,normalizedTitle_onetName,jobDescription
47765,Financial Examiners,"Title: Lead Credit Review Officer Location: New York-Buffalo-Larkin Building Other Locations:BASIC FUNCTION: The Credit Review Team serves as the second line of defense relative to credit risk. With guidance from the Credit Review Manager, the Lead Credit Review Officer is responsible for the day-to-day activities of an assigned working group. The Lead Credit Review Officer analyzes and monitors credit quality and loan exposure for the Banks Commercial and Retail loan portfolios. The Lead Credit Review Officer makes recommendations for risk rating changes including non-accrual and charge-off through the department hierarchy. In addition, the Lead Credit Review Officer may be responsible for supervising day-to-day operations and workflow of a portion of the team. POSITION RESPONSIBILITIES: With guidance from Credit Review Manager, lead standard and targeted portfolio reviews as required. Independently complete reviews of assigned loans/portfolios to achieve appropriate loan coverage in accordance with established operational procedures and timelines set by Departments Business Plan. Independently review and validate the accuracy of individual risk ratings and/or Retail protocol for risk analysis for loans reviewed. Ensure underwriting and credit analyses are sound and appropriately justify and/or mitigate credit risk. Analyze and understand financial data, collateral documentations and other credit issues. This process includes analyzing financial data and collateral documentation to determine the borrowers cash flow and ability to repay debt and gauging the quality and collectability of collateral. Provide guidance and assistance to other Review Officers on the larger, more complex loan relationships. Communicate regularly with relationship managers regarding loans reviewed. Prepare, or assist in preparing, written reports and escalate material findings to the Credit Review Manager. Assist with, or act as lead, in special projects as assigned and perform additional duties and responsibilities as required. Participate and/or lead targeted bank examination components, as required. Understand and adhere to the Companys risk and regulatory standards, policies and controls in accordance with the Companys Risk Appetite. Identify risk-related issues needing escalation to management. Maintain M&T internal control standards, including timely implementation of internal and external audit points together with any issues raised by external regulators as applicable. Promote an environment that supports diversity and reflects the M&T Bank brand. Complete other related duties as assigned. NATURE AND SCOPE: As part of the second line of defense, the Lead Credit Review Officer independently performs assessments and monitoring of credit risk. The Lead Credit Review Officer has a strong understanding of credit policies and procedures, as well as large and more complex loan exposures. In addition, the Lead Credit Review Officer provides direct assistance/support to the Credit Review Manager. MANAGERIAL/SUPERVISORY RESPONSIBILITY: Act as a subject matter expert to provide coaching and mentoring to the staff. May act as a backup to the Credit Review Manager and may lead team meetings, as required. May have some supervisory responsibilities to include providing feedback on Review Officers work product and process improvement initiatives. MINIMUM QUALIFICATIONS REQUIRED: Bachelors degree in a business related curriculum and a minimum of 5 years experience in commercial or consumer credit, lending, residential mortgage, finance, accounting, audit and/or other relevant experience, OR 9 years higher education and/or working experience, including 5 years experience in commercial or consumer credit, lending, residential mortgage, finance, accounting, audit, and or other relevant experience. Working knowledge of credit risk management techniques, credit regulatory guidance, and bank credit administration. Ability to communicate effectively both in writing and verbally. Experience with spreadsheet, word processing, presentation and database software. Ability to multi-task and prioritize to complete work within established timeframes. About M&T At M&T, we strive to be the best place our employees ever work, the best bank our customers ever do business with and the best investment our shareholders ever make. So when looking to advance your career, look to M&T. As a top 20 US bank holding company and one of the best performing regional banks in the country, we offer a wide range of performance based career development opportunities for talented professionals. And through our longstanding tradition of careful,conservative and consistent management and a strong commitment to the communities we serve, we continue to grow with a focus on the future. null"
358464,Financial Examiners,"A growing international bank is looking to build out their compliance audit group. This is an AVP level Compliance Auditor role, looking for someone with BSA/AML audit experience from an international bank or Big 4. Moving quickly! Exciting opportunity to join an expanding team! For immediate consideration, please email resume as a Word Document to joanna.macaluso@roberthalf.com Robert Half Finance & Accounting is the world's leader in specialized financial staffing. We provide exciting full-time opportunities in the areas of accounting, bookkeeping, finance, audit, taxation and more. We pioneered the professional staffing industry, and we've been successfully matching professionals with employers since 1948. Our proven proprietary processes, along with our relationships in more than 340 locations worldwide, allow us to provide you unparalleled access to exciting career opportunities. But don't take our word for it. Our company once again was named to FORTUNE magazine's list of ""World's Most Admired Companies."" (March 1, 2015), and 9 out of 10 of our clients and candidates would recommend our service to a colleague. Apply for this job now or contact our nearest office at 1.800.474.4253 for additional information. All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada. Equal Opportunity Employer M/F/Disability/Vet By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use *Req ID:* 02944-9816165 *Functional Role:* Audit Senior *Country:* USA *State:* NY *City:* New York *Postal Code:* 10017 *Compensation:* $80,000.00 to $100,000.00 per year *Requirements:* Looking for: - 5+ years compliance experience within international banking - Big 4 audit experience (financial services) - BSA/AML/US Patriot Act"
297074,Financial Examiners,"Application deadline: December 6, 2015 Become a part of the Portland General Electric Team! For over 125 years, Portland General Electric has proudly served Oregon. Our dedication to helping customers is matched by our commitment to providing PGE employees with a diverse array of rewarding career opportunities. We are a proud and resourceful team who take care of each other, our communities and our natural resources. Portland General Electric team members are creative problem solvers who love to apply themselves to challenges, big and small. Our team has a tremendous range of skill sets, and is dedicated to diversity, community, and our customers. Working for PGE is fun, challenging and enriching, and with the average employee spending nearly 14 years with us, we think youll like working for PGE too. We are looking for team members who will grow their skills, their career and their future with us. Join us and power your potential. FERC Compliance Analyst III/IV (R15-552) This position will be filled at the Analyst III or Analyst IV level depending on the amount of experience and the skill set of the successful applicant. The purpose of this position is to lead projects and develop and strengthen control systems to contribute to PGEs Federal Energy Regulatory Commission (FERC) Compliance Program in support of compliance. Become part of our journey by showing leadership in the following areas: Analyze published FERC enforcement actions and other regulatory developments and inform Operating Unit managers and executive management of their potential relevance to PGEs operations Support implementation of FERC requirements by collaborating with Operating Units on the development of procedures and controls to ensure compliance Identify compliance controls, develop monitoring plans to identify control gaps, and recommend process improvements to remediate identified gaps Lead tracking, research, and disposition of potential instances of non-compliance, including leading investigations of non-compliance as required In collaboration with other Department members, administer PGEs corporate program to ensure compliance with FERC Standards of Conduct, including analyzing FERC decisions, overseeing training program and helping to resolve emerging issues Lead projects to complete FERC filings, including those related to PGEs Market-Based Rate authority and PGEs Short-Term Debt authority Draft, edit and electronically file PGE pleadings, interventions and compliance filings in consultation with Operating Units and Legal Department Analysts at different levels often do similar types of work, but at different levels. For more details on qualifications and responsibilities at the Analyst III and IV level, please refer to the full position description on our website or by clicking on the View Detailed Description. The position will be filled at the level commensurate with the knowledge, skills and experience of the selected candidate for the Analyst III or Analyst IV position. You can bring the following skills to our team: Demonstrated knowledge and experience in identifying controls, monitoring the performance of those controls, and recommending improvements to remediate gaps Demonstrated knowledge and experience in developing policies, procedures, and processes to ensure compliance. Demonstrated broad knowledge and skill in compliance or regulatory oversight. Able to perform tasks in these areas as well as supporting the performance of others as necessary. Effective oral and written communication skills. Skilled at communicating information to other departments at meetings and able to make certain impromptu speeches or presentations on behalf of the department/project as situations arise. Analytical and problem-solving skills. Thorough knowledge and skills to analyze complex problems to determine solutions. Specific knowledge and understanding of FERC Policy Statements on Enforcement and Compliance and other governing documents is preferred. Experience with regulatory audits or other enforcement actions is preferred Working knowledge of technical aspects of the electricity markets is preferred. Demonstrated experience with FERC practices and procedures is preferred. Qualified candidates will typically have 8 years of applicable technical experience or a degree plus 5 years of applicable technical experience. To be considered for this position, please complete the following employment application by the deadline: https://PGN.igreentree.com/CSS_External/CSSPage_Referred.ASP?Req=R15-552 If you have any questions, please feel free to call us at 503-464-7250. PGE is committed to diversity and inclusion in the workplace and is an equal opportunity employer. PGE will not discriminate against any employee or applicant for employment based on race, color, national origin, gender, gender identity, sexual orientation, age, religion, disability, protected veteran status, or other characteristics protected by law. Your Total Compensation Package Portland General Electric believes in rewarding strong performance. We provide a total compensation package that is designed to reward your contributions to the company and at the same time, support your well-being and professional development, both now and into the future. This package includes medical insurance, paid vacation, tuition reimbursement and retirement savings that include a 401(k) plan with matching company contributions, a stock purchase plan, plus more. Assisting with storms or other Company emergencies is a part of all positions at Portland General Electric. Talent Acquisition Contact: Ee Xiong 503-464-7250 Staffing@pgn.com https://www.linkedin.com/in/eexiong Connect with us on Twitter (twitter.com/PortlandGeneral), Facebook (facebook.com/portlandgeneralelectric) and LinkedIn (linkedin.com/company/portlandgeneralelectric) THIS IS AN INTERNAL / EXTERNAL JOB POSTING"
356636,Financial Examiners,"Senior Security Compliance Analyst One of our top clients, a well-known company who is listed in the top 200 of the Fortune 500 companies, is looking to add a Senior Security Compliance Analyst to their IT team immediately. The Senior Security Compliance Analyst will be reporting to the Director of IT Compliance. They will be responsible for participating in projects that support the operations of Payment Card Industry (PCI) and Sarbanes Oxley (SOX) program areas, amongst other projects. The right candidate will have strong project management skills, a goal-oriented personality, and the ability to multi-task. They are looking to hire a individual with a strong business acumen who is able to work well both independently and in a team environment. This is a tremendous opportunity to work in an enterprise environment, and offers competitive pay! If you would like to be considered for this position, please email your resume to Charline.Louet@RHT.com to schedule an interview. With more than 100 locations worldwide, Robert Half Technology is a leading provider of IT professionals on a project and full-time basis for initiatives ranging from web development and systems integration to network security and technical support. Through our alliances with industry-leading organizations such as HDI and the Microsoft Partner program, we have access to client companies that other staffing firms don't. In addition to our free job search services, we provide our candidates with access to free online technical training and a competitive benefits and compensation package. In 2015, our company once again was named to FORTUNE magazine's list of ""World's Most Admired Companies."" (March 1, 2015). Apply for this job now or contact our branch office at 1.800.793.5533 to learn more about this position. All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada. Equal Opportunity Employer M/F/Disability/Vet By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use *Req ID:* 01020-9813801 *Functional Role:* Network Engineer *Country:* USA *State:* FL *City:* Miami *Postal Code:* 33126 *Compensation:* DOE *Requirements:* - 5+ years of experience in IT - SOX/PCI compliance experience - Information security certifications a plus - Bachelor's degree a must - Strong communication skills in English a must - Strong project management skills - SQL experience a plus"
114428,Financial Examiners,"We are a specialty retailer offering the very best of whats next in fashion for men, women and children since 1901. JOIN US WHERE IT ALL BEGAN. Whether you design clothes or business strategies, crunch numbers, lead projects or write code, we have a place for you at our Seattle headquarters. And we think Seattle is a pretty great place to live. More than just rainy days and coffee, Seattle has it all  mountains and beaches, arts and parks, music and film. It's made up of quirky neighborhoods, award-winning restaurants, and thriving industry. Come see for yourself! A day in the life... This position is responsible for researching and understanding applicable laws and regulations to provide benefit plan owners with a primary source of compliance guidance. * Serves as subject matter expert in relation to US, Canada and Puerto Rico benefits compliance issues in order to ensures all plans are in compliance * Monitor new or changing Federal, State, local and provincial regulations to evaluate impact on Nordstrom benefit plans * Provide compliance analysis and guidance to support ongoing strategic initiatives * Partner closely with benefit plan managers and subject matter experts, legal counsel / consultants to evaluate and recommend compliance strategies, support implementation and document ongoing compliance * Coordinate with other internal groups, including related control group members, to manage cross-functional compliance issues and ensure compatibility between processes and/or systems * Develop and maintain centralized repository for legal guidance and other compliance documentation / resources * Provide benefits related HIPAA training, as needed * Conduct benefits related due diligence for new store openings, mergers and acquisitions or store closures * Partner with benefit plan owners and Strategic Sourcing to ensure provider contracts are regularly reviewed and reflect evolving regulations * Coordinate internal and external audit activities You own this if you have... * Minimum of 5 years experience in benefit plan administration or compliance, including health, retirement and wellness plans * In-depth understanding of key benefit regulations, including ERISA, Section 125 and ACA * Understanding of Canadian and Puerto Rico benefit plans is a plus * Experienced user of MS Word, Excel, and Powerpoint. Access experience preferred * Ability to successfully manage complex projects and competing priorities * Ability to interpret complex regulatory information * Strong communication (oral and written), training and presentation skills * Ability to develop strong, cross-functional partnerships and effectively interact at all levels of the organization * Strong, creative problem solving skills * Ability to edit and provide input on legal plan documents and communication * Commitment to continuous learning * Undergraduate college degree and / or industry certification (i.e. PHR, CEBS) Weve got you covered... We offer a comprehensive benefits package that includes medical, vision and dental coverage, a fabulous merchandise discount, an employer-matched 401(k) plan, employee stock purchase plan and much more depending on your role. // /We are an equal opportunity employer committed to providing a diverse environment./ This job description is intended to describe the general nature of the work employees can expect within this particular job classification. It is certainly not a comprehensive inventory of all duties, responsibilities and qualifications required for this job. #LI-HM1 **Job:** **Human Resources* **Title:** *Senior Benefit Compliance Analyst* **Location:** *Washington-Seattle* **Requisition ID:** *199128*"
315556,Financial Examiners,"Director Card Fraud & Disputes **Location:** Alexandria, VA **Date Posted:** Wednesday, November 25, 2015 **Job Type:** Permanent **Reference \#:** 354747 **Specialty:** Randstad Finance & Accounting ## Description **Summary:** The primary purpose of this job is to be responsible for developing, managing and evaluating acomprehensive program to prevent payment card fraud while balancing a positive cardmemberexperience\. In addition, the Director will have responsibility for the card dispute and chargeback team\. **Essential Functions:** + Assist Incumbent is responsible for the development and implementation of transactional fraudmodeling strategies, policies, plans and programs related to the identification of fraud patternsand the reduction of fraud loss\. Design authorization strategies which effectively minimizecardmember disruptions while balancing financial impact to the credit union\. + Develop strategic recommendations utilizing comprehensive analytics in order to detect fraudtrends and set policy\. Conduct fraud trending and analysis to serve as early warning riskindicators for potential fraudulent activity\. Understand and determine when additional securitymeasures must be implemented to reduce credit union risk and liability while maintaining andenhancing the integrity of the Cardmember experience\. + Create a technologically advanced multi\-channel notification strategy to alert cardmembers ofpotential fraudulent transactions on their accounts in a timely and cost effective manner\. + Oversee daily operations within the Card Fraud and Dispute Services Team, insuring all memberdispute and fraud claims are handled expeditiously to reduce credit, debit and ATM card losses\. + Develop recommendations for fraud screening, loss forecasting, and processes improvements toincrease productivity\. + Conduct initial and periodic reviews of business processes to identify areas of opportunity forfurther identification of fraud including financials processes, Member Service processes andIT/technology program rules\. + Develop project proposals as needed, including requirement gathering and the development ofbusiness models\. Manage vendors and projects when required while maintaining a hands\-onapproach to meet goals and objectives\. + Identify and leverage new technologies to optimize fraud detection and monitoring\. Thisincludes assessing and implementing new data analysis and monitoring tools\. + Maintain thorough knowledge of federal, state and local laws as they pertain to credit, debit andATM cards\. Assist with maintainingcompliance with all regulations and ordinances byabidingcompliance program and all policies, procedures, rules and regulations\. + Take active role within Card Services and onproject teams to identify opportunities toautomate existing manual card\-related processes while improving the overall memberexperience\. **Education and Experience:** Equivalent combination of education and experience is considered\. + Bachelors Degree in Businesss Administration or related field is required\. + Masters Degree in relevant field preferred\. + Minimum of seven \(7\) years experience in Card Fraud Mitigation Strategy required\.Supervisory Responsibility This position will directly supervise the Manager, Card Fraud & Disputes\."
72545,Financial Examiners,"**Medtronic Overview** Together Medtronic and Covidien are working to improve how healthcare addresses the needs of more people, in more ways and in more places around the world\. As one company, we can accelerate and advance our ability to create meaningful innovations \- but we will only succeed with the right people on our team\. This is the ideal opportunity to join us, and be part of our commitment to the health of others\. We know the combined resources of Medtronic and Covidien will be transformative, creating new methodologies and new opportunities\. Whatever your specialty or ambitions, you can make a difference at Medtronic  both in the lives of others and your career\. Medtronic is a $27\.8b company with 85,000\+ employees in more than 160 countries\. The Ethics and Compliance Director primarily supports the ethics and compliance function in the Neuromodulation business\. In addition this position helps provide strategic support to the Shared Marketing function for the Restorative Therapies Group \(RTG\)\. This position reports to the Senior Director, Ethics and Compliance for the Neuromodulation business \(Neuro Compliance Officer\)\. This position is responsible for developing partnerships with the business and devising strategies to promote the Medtronic Code of Conduct, its ethical values, and related compliance and ethics program requirements\. This position leads and effects change by supporting the Neuro Compliance Officer and RTG Ethics and Compliance Officer \(RTG ECO\) create the proper tone from the top and tone in the middle of the organization and helps oversee, monitor and report on the businesss ethics and compliance program to the leadership team of the business and to RTG\. Specific responsibilities of this position include:  Ensure Business Unit and Group compliance with Medtronic policies  Manage large projects and collaborate/influence stakeholders at all levels to develop approaches to effectively mitigate risk  Foster approaches to effectively identify, assess and prioritize compliance related risks, such as through risk assessments, policies and procedures, effective training, monitoring and remediation actions  Develop and sustain ongoing mechanisms for fostering tone at the top and tone in the middle In addition, key activities of this position include the following: Interaction / Liaison: Represents the function as the primary internal and external contact for certain ongoing operations or changes relating to processes or programs and/or strategic initiatives within the Neuromodulation business and RTG\. Leads briefings and meetings with internal leadership and external contacts\. Makes recommendations to Medtronic leaders\. Operations Involvement / Direct Work Involvement: Provides direction, leadership and coaching to project teams to meet schedules, resolve technical or operational problems\. Defines direction for new processes, standards, or operational plans based on business strategy\. Targeted involvement in daily operational activities, except where process requires senior level decision making\. Impact / Discretion: Decisions would affect the financial performance, employees, or public image of the company\. Erroneous decisions or recommendations would result in failure to achieve major goals and objectives of the business unit or company\. Expected to have the ability to operate independently, and to apply strategic thinking, in ambiguous situations\. Guidance Given / Assignment Received: Guidance about business strategy and program or project needs is provided\. Develops program objectives and design\. Initiates programs or projects based on identified business and/or strategic needs Policy Involvement: Establishes organizational policies in a major segment of the company\. Interprets, executes, and recommends modifications to company\-wide policies\. EDUCATION REQUIRED:  J\.D\. or other Advanced Degree YEARS OF EXPERIENCE:  10 years relevant experience in legal, compliance, risk management or audit fields SPECIALIZED KNOWLEDGE REQUIRED  Experience with operational, financial, quality assurance, and/or human resources procedures and regulations  Legal experience preferred  Experience with state/federal health care compliance laws and regulations \(e\.g\., Anti\-kickback Statute, Stark Law, FDA, False Claims Act\)  Work experience in the healthcare industry, especially related to: HCP/HCP engagement; services/solutions offerings; and/or reimbursement/economic value strategies  Knowledge of the Medtronic org structure and/or complex multinational company  Experience working directly with a sales and/or marketing organization  Experience with compliance\-related systems, processes and internal controls Integrity and strong character  A role model among leaders, displaying personal integrity and commitment to an environment where ethical standards are taken seriously\. Strong people skills  Must have a strong understanding of people; be able to give guidance in ethical decisions, inspire and motivate team members, intercede in difficult situations, communicate corporate standards, and affect change\. Must be able to relate to people at all levels, possessing the political savvy to deal effectively with senior executives, as well as anonymous whistleblowers and individuals with wide\-ranging agendas\. Must have highly developed communication and influence management skills\. Courageous  Must have the strength and willingness to take risks and display candor in order to uphold organizational standards and confront wrongdoing\. Results\-oriented  Must possess an unwavering focus on achieving results but also be creative and accepting of alternative and dynamic approaches to implementation\. Persistent  Must have patience and persistence needed to work through delays and barriers to see the program through successfully\. The physical demands described within the Responsibilities section of this job description are representative of those that must be met by an employee to successfully perform the essential functions of this job\. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions\. It is the policy of Medtronic to provide equal employment opportunity \(EEO\) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law\. In addition, Medtronic will provide reasonable accommodations for qualified individuals with disabilities\. Back to top"
104872,Financial Examiners,"Regulatory Compliance Analyst/Engineer  Job Description Individual will be a part of a team responsible for the creation, development, maintenance and documentation of programs required by the various regulatory agencies (DOT, USCG, EPA, FERC, etc.) for the oil and gas pipeline assets at Nextera Energy. Individual will serve as a liaison for the various regulatory agencies, provide audit support and improve current processes, manuals and programs. Individual will lead the in plant gas piping condition assessment program and the MTSA program. Candidate will be responsible for coordinating training for the organization, organizing drills and emergency preparedness plans for oil and gas. Responsibilities * Manage inspections from the DOT, EPA, PHMSA, USCG, FERC, etc. Track, organize, and facilitate follow up actions to all inspections in the field. Serves as a liaison with pipeline regulators and represents company during agency interactions and inspections of the pipeline records and operations. * Maintains and updates the written pipeline control room management plan(s), O&M manuals, public awareness program, integrity management program and associated procedures ensuring continued compliance with regulations and industry standards. Develops consistency in the compliance processes across all pipeline control functions. * Communicates regulatory requirements (conditions of approval and best management practices) to appropriate internal teams. Performs internal compliance audits of oil and gas locations and supports organization in external audits performed by the various regulatory agencies. Builds and maintains close working relationship with pertinent operations personnel, pipeline control center management and regulatory groups. * Program and deployment coordinator for the in-plant gas piping condition assessment program for the various Power Generation Division plants in Florida. * Responsible for MTSA program for Nextera Energy PGD managed sites. Responsible for facilitating the quarterly and annual drills and for conducting onsite annual plan reviews. * Develops, tracks, and reports to management on various pipeline regulatory metrics and development strategies for improvement and/or mitigation. Organize and maintain reporting tools to keep management and stakeholders regularly apprised of trending compliance tasks and potential challenges. Qualifications: * A minimum of 2 years of upstream oil and gas industry experience. * Oil and gas DOT regulatory experience required. * Must be able to effectively interface with a wide variety of people, both internal and external to the company, and communicate effectively through both written word and verbal delivery. * Must be able to read, interpret, and apply applicable regulations. * Ability to manage one's time, set priorities and manage a heavy workload is required. * Strong analytical and organizational skills are required. * A willingness to lead, take initiative and increase technical and working knowledge. * A working knowledge of the Microsoft suite (including word, excel, outlook power point, etc.). Education A Bachelor's degree in Business Administration, Petroleum Land Management, Science, Engineering, Biology, or industry related field is required. Travel Requirements The percentage of travel required for this position is 10-20% **Job:** **Legal/Regulatory/External Affairs* **Organization:** **Florida Power & Light Company* **Title:** *Regulatory Compliance Analyst /Engineer* **Location:** *FL-West Palm Beach* **Requisition ID:** *1503036*"
103145,Financial Examiners,"Title: Trainee  University (Bank of candidacy) Location: QC ***This is a bank of candidacy and not a position to be filled.*** Working together, succeeding together means joining a company that believes in the future and continuously adds value for its clients and community. We are interested in discovering new talents for the future and learn more about you for any interships opportunities within National Bank. We are looking for candidates interested in interships being officialy part of a University Program. Sign up for our candidate database to let us know what you have to offer. Candidates must send us the following documents :  Cover letter;  Resume;  Copy of the latest statement of marks;  Intership detailed document delivered from the College Do you fit the profile?  Be at least 17 years old  Possess a Canadian work permit  Studying in a Canadian college or equivalent  Have maintained an excellent academic performance  Bilingualism (spoken and written) - English and French, essential for Montreal positions All Intership openings are posted on our Career section. Stay tuned by activating the Intership job alerts in your profile! ***Only selected candidates will be contacted.*** Diversity is an integral part of the Bank's values and commitments. In this document, the masculine gender designates both sexes with no discrimination intended, and is used solely to facilitate reading."
249039,Financial Examiners,"4693BR **Posting Title:** Sr\. Compliance Analyst **Job Description:** This position is responsible for conducting analysis and completing loan compliance reviews\. Under the direction of the Senior Compliance Officer, completes compliance reviews based on the annual plan and provides assistance to junior level Compliance Analysts in the completion of compliance reviews\. The Senior Compliance Analyst is responsible for playing a critical role in the execution of the Banks lending compliance program related to the testing and monitoring program, reporting on results and performing validation\. II\. Principal Responsibilities: Under direction of the Senior Compliance Officer, create testing/validation plans and conduct compliance reviews of various business line functions including Mortgage and Consumer Lending, Commercial Lending, Business Banking, and Loan Servicing which includes Credit Collections, Loss Mitigation and Loan Resolution\)\. Adheres to compliance policies and procedures including testing and monitoring standards and requirements\. Completes compliance reviews in accordance with annual plan and assists in drafting results of compliance reviews\. Promptly reports any deficiencies or non\-compliance to the Senior Compliance Officer\. Completes quality control reviews of testing and monitoring results performed by Compliance Analysts\. Evaluate processes, procedures and risks to identify significant compliance and control issues and making recommendations for enhancements when needed\. Maintains extensive knowledge of loan related regulations including FCRA, FDPA, ECOA, TILA, HOPA, SCRA, UDAAP, SAFE Act, FDCPA and RESPA\. Provides support for special projects or analysis as needed\. Assist in reviewing relevant policies, procedures and changes related to loan origination and servicing activities\. **Job Requirements:** III\. Education/Experience Requirements Bachelors Degree or relevant experience\. 3\+ years of combined lending compliance and/or audit experience\. IV\. Additional Job Requirements: Certification/License: Behavioral/Technical Skills: Demonstrated experience with loan regulations impacting consumer banking and/or business unit functions preferred\. Proven ability in developing and conducting loan compliance reviews\. Excellent interpersonal and communication skills\. Excellent writing skills\. Demonstrated strong and sound decision making abilities about compliance risks and recommended corrective action\. Ability to work well in a time\-sensitive environment and handle a variety of matters or projects simultaneously\. Strong PC skills, including MS Word, Excel and PowerPoint Ability to work collaboratively within the team or across the organization at different levels\. Ability to present findings/recommendations/problems/solutions in a clear and concise manner\. **Employment Type:** Full Time **Address 1:** 850 MAIN STREET **City:** BRIDGEPORT **State:** CT **Zip Code:** 06604 People's United Bank and its subsidiaries are equal opportunity and affirmative action employers EOE\-Females/Minorities/Protected Veterans/Individuals with Disabilities\. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, age, disability, veteran status or any other legally protected status\."
79193,Financial Examiners,"Job Location Cary, NC Virtual Location No Job Description **Senior****Business Systems Analyst (BSA) / Data Warehouse Implementation Services** The Senior Business Systems Analyst - Data Warehouse Implementation Services will act as a primary liaison between Business Analysts (BAs) and Application Development (AD) / Quality Assurance (QA) teams, responsible for managing user expectations and lead the capturing, analysis, review, and documentation of requirements in compliance with the System Development Life Cycle (SDLC). **Position Responsibilities:** * Develop expertise in data and processes as Subject Matter Expert (SME) in assigned subject areas and systems. * Collaborate and interact effectively in matrix organization with senior management, project managers, architects, developers, QA, BAs, service partners, and applicable outside entities. * Active involvement in planning, estimating, and forecasting of BSA efforts on projects. * Gather, review, analyze, and evaluate user needs and requirements. * Lead development of functional requirements and design documentation. * Facilitate and manage changes to scope and requirements. * Participate in fit/gap analysis of functional and data requirements with platform capabilities. * Facilitate requirements walkthroughs with key stakeholders and resolve ambiguities. * Review test cases and test outcomes to verify and ensure business requirements are met. * Contribute to development and maintenance of high-quality user guides, reference manuals, training materials, run books/operational guides, and code release artifacts as appropriate. * Perform BSA duties in compliance with the SDLC. * Assist in fulfilling data related discovery and compliance requests. * Assist in analysis and investigation of data-related incidents and problems. * Perform related duties as assigned or requested. **Supervisory Responsibilities**: May be required to lead a small team of BSAs or other resources. **Required Experience:** * 5+ years of business systems analysis and technical writing experience * 3+ years of analytical experience * Intermediate to advanced skills with relational databases and SQL * MS Office; intermediate to advanced skills with Word, Excel, Power Point and Access. **Preferred Experience:** * Bachelors Degree in Computer Science, Information Systems, Business Administration, other related field preferred, or minimum 5 years of equivalent work experience * Data Warehousing, Business Intelligence, or related Decision Support disciplines * Insurance, Financial Services or Management Consulting organizations. **Travel:** * 10% Business Category Global Technology & Operations Job Category Information Technology Number of Openings 1 Equal Employment Opportunity MetLife is a proud equal opportunity/affirmative action employer committed to attracting, retaining, and maximizing the performance of a diverse and inclusive workforce. It is MetLifes policy to ensure equal employment opportunity without discrimination or harassment based on race, color, religion, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender identity or expression, age, disability, national origin, marital or domestic/civil partnership status, genetic information, citizenship status, uniformed service member or veteran status, or any other characteristic protected by law. How To Apply Mobile Users: If viewing on a mobile device and would like to apply, please email job to yourself and complete application from a desktop/laptop. Desktop/Laptop Users: For immediate consideration, click Apply Now button below. You will be directed to complete an on-line profile which takes 15  20 minutes to complete. Upon completion, you will receive an automated confirmation email verifying you have successfully applied to the job. *Job Title:* Senior Business Systems Analyst (BSA) / Data Warehouse Implementation Services *Job ID:* 87777 *Location:* North Carolina *Full/Part Time:* Full-Time *Regular/Temporary:* Regular"
115192,Financial Examiners,"Northrop Grumman Aerospace Systems (AS) is seeking an International Trade Compliance Analyst 4 in its Melbourne, FL facility that will implement and support the development of comprehensive internal export and import controls to ensure compliance with US and foreign regulations in the conduct of international marketing, sales, supply chain and other business activities. Responsibilities include: Drafting export/import authorizations for submission to the US government. Implements operational processes for assuring trade compliance through gate reviews of technical data, foreign travel, foreign visits and export and import shipments. Maintains applicable trade compliance records in accordance with regulatory requirements. Supports law department in investigating and resolving compliance problems, questions, or complaints. Supports training and audit assessment programs to ensure implementation and effectiveness of internal controls. Generates performance metrics for export and import processes. Additional responsibilities will include the ability to draft export authorizations. Ability to communicate effectively. Ability to communicate effectively. Demonstrated knowledge of ITAR and EAR. Ability to work independently with minimal supervision towards achieving long-range goals and objectives. Basic Qualifications: * Bachelor's Degree * 10 years export licensing and compliance, or directly-related experience * Knowledgeable of International Traffic in Arms Regulations (ITAR) and Export Administration Regulations (EAR) * Ability to draft export authorizations, i.e., licenses, Technical Assistance Agreements and Manufacturing License Agreements * Practical knowledge of Microsoft Office (Word, Power Point, Excel) * Ability to obtain and maintain a Secret clearance Preferred Qualifications: * Master's Degree * Familiar with Export Control Reform Northrop Grumman is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action-Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. For our complete EEO/AA statement, please visitwww.northropgrumman.com/EEO. U.S. Citizenship is required for most positions. **Organization:** **Aerospace Systems* **Title:** *Intl Trade Compliance Anlyst 4* **Location:** *Florida-Melbourne* **Requisition ID:** *15021629*"
